Time;Rain;GlobRad;TMPM;LF;Wind;TMPMX;TMPMN
35777;2.79;1.58;5.46;97.44;4.37;6.37;4.55
35778;4.38;1.02;4.14;98.20;4.66;6.92;2.28
35779;0.40;0.38;0.09;89.85;4.64;2.36;-2.26
35780;0.00;1.92;-6.46;83.96;6.90;-2.42;-9.43
35781;0.00;2.76;-8.57;81.67;7.26;-6.09;-10.72
35782;0.00;1.12;-3.03;90.39;4.40;-0.22;-6.72
35783;1.00;1.73;-0.17;98.31;3.00;3.42;-3.01
35784;0.20;0.89;0.52;102.48;1.72;3.17;-1.48
35785;20.10;0.26;0.09;104.53;1.07;0.47;-0.30
35786;3.38;1.27;0.18;105.56;0.67;0.70;-0.10
35787;0.20;0.50;1.04;102.60;1.65;1.50;0.59
35788;3.78;0.37;4.78;102.23;4.44;9.07;1.66
35789;3.58;1.39;10.29;87.07;6.71;12.08;8.83
35790;3.18;1.12;8.75;84.89;9.30;10.70;6.69
35791;3.98;1.15;5.84;96.82;4.82;6.96;4.57
35792;0.00;1.09;5.29;97.58;3.42;6.23;4.28
35793;6.57;0.54;4.26;96.91;4.72;5.37;3.13
35794;0.00;1.98;4.08;94.38;3.36;5.55;2.97
35795;0.20;2.55;7.00;90.39;4.77;10.01;3.62
