PaNr;Rohr;Blickrichtung;Tiefe;Bonitur;Datum;TK;PARZNR;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;Nduengung
60;2;1;90;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;95;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;100;1;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;105;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;110;3;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;115;2;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;1;120;3;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;5;4;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;10;5;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;15;1;34835;15;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;20;1;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;25;1.5;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;30;1;34835;30;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;35;2;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;40;0;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;45;0.5;34835;45;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;50;1;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;55;0.5;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;60;3;34835;60;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;65;3;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;70;2;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;75;0;34835;75;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;80;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;85;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;90;0;34835;90;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;95;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;100;0;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;105;0.5;34835;105;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;110;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;115;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
60;2;2;120;0;34835;120;60;3;Agrar;WWeizen;Senf;Pflug;N normal
73;1;1;5;0;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;10;;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;15;1;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;20;1;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;25;1;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;30;2.5;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;35;;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;40;3;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;45;2;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;50;;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;55;0;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;60;0.5;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;65;1;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;70;0.5;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;75;1;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;80;1.5;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;85;0;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;90;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;95;2;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;100;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;105;3;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;110;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;115;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;1;120;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;5;0;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;10;0;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;15;1;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;20;1;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;25;0.5;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;30;2;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;35;0;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;40;2;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;45;1;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;50;1;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;55;0;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;60;0;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;65;1;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;70;1;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;75;0;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;80;0;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;85;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;90;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;95;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;100;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;105;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;110;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;115;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;1;2;120;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;5;0.5;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;10;2;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;15;1;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;20;1;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;25;2;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;30;1;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;35;3;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;40;1;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;45;2.5;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;50;3;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;55;2.5;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;60;2;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;65;2.5;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;70;1.5;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;75;;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;80;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;85;0;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;90;0;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;95;1;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;100;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;105;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;110;1;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;115;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;1;120;0;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;5;0.5;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;10;3;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;15;0.5;34835;15;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;20;3;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;25;5;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;30;5;34835;30;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;35;0;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;40;4;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;45;3;34835;45;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;50;3;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;55;0.5;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;60;0.5;34835;60;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;65;0;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;70;1.5;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;75;;34835;75;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;80;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;85;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;90;1;34835;90;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;95;0;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;100;1;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;105;1;34835;105;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;110;1;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;115;0.5;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
73;2;2;120;1;34835;120;73;3;Gemüse;Weizen;Spinat;Pflug;N reduziert
74;1;1;5;0;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;10;0;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;15;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;20;0;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;25;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;30;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;35;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;40;1;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;45;3;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;50;0;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;55;0;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;60;2;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;65;3;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;70;5;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;75;;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;80;0;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;85;1;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;90;1;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;95;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;100;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;105;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;110;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;115;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;1;120;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;5;0;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;10;0;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;15;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;20;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;25;0;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;30;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;35;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;40;1;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;45;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;50;0;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;55;0;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;60;0.5;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;70;1;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;75;0.5;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;80;;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;85;0;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;90;3;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;95;2;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;100;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;105;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;105;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;110;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;115;1;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;1;2;120;1;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;5;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;10;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;15;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;20;0;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;25;0.5;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;30;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;35;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;40;1;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;45;1;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;50;0;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;55;1;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;60;1;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;65;1;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;70;1;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;75;1;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;80;1.5;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;85;2;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;90;1;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;95;0;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;100;1;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;105;1;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;110;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;115;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;120;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;5;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;10;2;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;15;1;34835;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;20;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;25;1;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;30;2;34835;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;35;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;40;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;45;0;34835;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;50;0;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;55;;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;60;1;34835;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;65;2;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;70;2;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;75;0.5;34835;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;80;2.5;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;85;4;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;90;3;34835;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;95;1;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;100;1;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;105;0.5;34835;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;110;1;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;115;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;120;0;34835;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
