"","Datum","PaNr","Tiefe","WLD","BLOCK","FRUFOL","Nduengung","Vord","TK","KULTUR1","Date","Jahr","Monat","Tiefe2","lnWLD","YearBlock","MainPlot"
"322",35597,30,75,0.399,"2","Agrar","reduziert",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-0.918793862092274,"1997_2","1997_2_Agrar"
"323",35597,30,90,0.573,"2","Agrar","reduziert",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-0.556869562267398,"1997_2","1997_2_Agrar"
"324",35597,30,105,0.427,"2","Agrar","reduziert",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-0.850971265753513,"1997_2","1997_2_Agrar"
"325",35597,30,120,0.065,"2","Agrar","reduziert",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-2.7333680090865,"1997_2","1997_2_Agrar"
"326",35597,32,15,3.294,"2","Agrar","normal",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,1.19210263175545,"1997_2","1997_2_Agrar"
"327",35597,32,30,3.129,"2","Agrar","normal",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,1.14071346468675,"1997_2","1997_2_Agrar"
"328",35597,32,45,0.907,"2","Agrar","normal",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,-0.0976128288670004,"1997_2","1997_2_Agrar"
"329",35597,32,60,0.667,"2","Agrar","normal",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.404965233066513,"1997_2","1997_2_Agrar"
"330",35597,32,75,0.261,"2","Agrar","normal",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-1.34323487165944,"1997_2","1997_2_Agrar"
"331",35597,32,90,0.255,"2","Agrar","normal",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-1.36649173382371,"1997_2","1997_2_Agrar"
"332",35597,32,105,0.047,"2","Agrar","normal",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-3.05760767727208,"1997_2","1997_2_Agrar"
"333",35597,32,120,0.009,"2","Agrar","normal",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-4.71053070164592,"1997_2","1997_2_Agrar"
"334",35597,46,15,3.053,"2","Gemüse","normal",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,1.11612471375274,"1997_2","1997_2_Gemüse"
"335",35597,46,30,1.816,"2","Gemüse","normal",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,0.596636280179102,"1997_2","1997_2_Gemüse"
"336",35597,46,45,1.127,"2","Gemüse","normal",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,0.119559235057639,"1997_2","1997_2_Gemüse"
"337",35597,46,60,2.943,"2","Gemüse","normal",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,1.07942946925134,"1997_2","1997_2_Gemüse"
"338",35597,46,75,0.386,"2","Gemüse","normal",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-0.951917909517306,"1997_2","1997_2_Gemüse"
"339",35597,46,90,0.095,"2","Gemüse","normal",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-2.3538783873816,"1997_2","1997_2_Gemüse"
"340",35597,46,105,0.018,"2","Gemüse","normal",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-4.01738352108597,"1997_2","1997_2_Gemüse"
"341",35597,46,120,0.026,"2","Gemüse","normal",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-3.64965874096066,"1997_2","1997_2_Gemüse"
"342",35597,50,15,2.309,"2","Gemüse","reduziert",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.836814530372358,"1997_2","1997_2_Gemüse"
"343",35597,50,30,2.856,"2","Gemüse","reduziert",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,1.04942204447734,"1997_2","1997_2_Gemüse"
"344",35597,50,45,0.946,"2","Gemüse","reduziert",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,-0.0555127099302588,"1997_2","1997_2_Gemüse"
"345",35597,50,60,0.933,"2","Gemüse","reduziert",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-0.0693500781347932,"1997_2","1997_2_Gemüse"
"346",35597,50,75,1.154,"2","Gemüse","reduziert",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,0.143234168085908,"1997_2","1997_2_Gemüse"
"347",35597,50,90,0.672,"2","Gemüse","reduziert",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-0.397496938458987,"1997_2","1997_2_Gemüse"
"348",35597,50,105,0.37,"2","Gemüse","reduziert",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-0.994252273343867,"1997_2","1997_2_Gemüse"
"349",35597,50,120,0.36,"2","Gemüse","reduziert",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-1.02165124753198,"1997_2","1997_2_Gemüse"
"350",35597,56,15,2.418,"3","Agrar","normal",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.882940752192601,"1997_3","1997_3_Agrar"
"351",35597,56,30,2.517,"3","Agrar","normal",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,0.923067716153179,"1997_3","1997_3_Agrar"
"352",35597,56,45,1.773,"3","Agrar","normal",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,0.572673027092071,"1997_3","1997_3_Agrar"
"353",35597,56,60,1.211,"3","Agrar","normal",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,0.191446464570955,"1997_3","1997_3_Agrar"
"354",35597,56,75,1.93,"3","Agrar","normal",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,0.657520002916794,"1997_3","1997_3_Agrar"
"355",35597,56,90,0.891,"3","Agrar","normal",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-0.115410851511328,"1997_3","1997_3_Agrar"
"356",35597,56,105,1.416,"3","Agrar","normal",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,0.347835995271528,"1997_3","1997_3_Agrar"
"357",35597,56,120,0.054,"3","Agrar","normal",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-2.91877123241786,"1997_3","1997_3_Agrar"
"358",35597,59,15,2.528,"3","Agrar","reduziert",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.927428476284611,"1997_3","1997_3_Agrar"
"359",35597,59,30,3.25,"3","Agrar","reduziert",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,1.17865499634165,"1997_3","1997_3_Agrar"
"360",35597,59,45,1.149,"3","Agrar","reduziert",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,0.138891998866619,"1997_3","1997_3_Agrar"
"361",35597,59,60,1.008,"3","Agrar","reduziert",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,0.00796816964917688,"1997_3","1997_3_Agrar"
"362",35597,59,75,0.63,"3","Agrar","reduziert",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-0.462035459596559,"1997_3","1997_3_Agrar"
"363",35597,59,90,0.578,"3","Agrar","reduziert",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-0.54818141030976,"1997_3","1997_3_Agrar"
"364",35597,59,105,0.537,"3","Agrar","reduziert",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-0.621757184473272,"1997_3","1997_3_Agrar"
"365",35597,59,120,0.095,"3","Agrar","reduziert",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-2.3538783873816,"1997_3","1997_3_Agrar"
"366",35597,63,15,1.959,"3","Gemüse","normal",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.672434138962404,"1997_3","1997_3_Gemüse"
"367",35597,63,30,3.819,"3","Gemüse","normal",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,1.33998860824338,"1997_3","1997_3_Gemüse"
"368",35597,63,45,1.247,"3","Gemüse","normal",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,0.220740666697899,"1997_3","1997_3_Gemüse"
"369",35597,63,60,1.665,"3","Gemüse","normal",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,0.509825123432407,"1997_3","1997_3_Gemüse"
"370",35597,63,75,0.607,"3","Gemüse","normal",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-0.499226487922639,"1997_3","1997_3_Gemüse"
"371",35597,63,90,0.183,"3","Gemüse","normal",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-1.69826912614072,"1997_3","1997_3_Gemüse"
"372",35597,63,105,0.118,"3","Gemüse","normal",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-2.13707065451647,"1997_3","1997_3_Gemüse"
"373",35597,63,120,0.114,"3","Gemüse","normal",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-2.17155683058764,"1997_3","1997_3_Gemüse"
"374",35597,68,15,2.385,"3","Gemüse","reduziert",NA,"15","WWeizen",1997-06-16,"1997","Jun",7.5,0.869199124340304,"1997_3","1997_3_Gemüse"
"375",35597,68,30,2.637,"3","Gemüse","reduziert",NA,"30","WWeizen",1997-06-16,"1997","Jun",22.5,0.96964190737115,"1997_3","1997_3_Gemüse"
"376",35597,68,45,0.954,"3","Gemüse","reduziert",NA,"45","WWeizen",1997-06-16,"1997","Jun",37.5,-0.0470916075338506,"1997_3","1997_3_Gemüse"
"377",35597,68,60,0.154,"3","Gemüse","reduziert",NA,"60","WWeizen",1997-06-16,"1997","Jun",52.5,-1.87080267656851,"1997_3","1997_3_Gemüse"
"378",35597,68,75,0.352,"3","Gemüse","reduziert",NA,"75","WWeizen",1997-06-16,"1997","Jun",67.5,-1.04412410338404,"1997_3","1997_3_Gemüse"
"379",35597,68,90,0.038,"3","Gemüse","reduziert",NA,"90","WWeizen",1997-06-16,"1997","Jun",82.5,-3.27016911925575,"1997_3","1997_3_Gemüse"
"380",35597,68,105,0.005,"3","Gemüse","reduziert",NA,"105","WWeizen",1997-06-16,"1997","Jun",97.5,-5.29831736654804,"1997_3","1997_3_Gemüse"
"381",35597,68,120,0.01,"3","Gemüse","reduziert",NA,"120","WWeizen",1997-06-16,"1997","Jun",112.5,-4.60517018598809,"1997_3","1997_3_Gemüse"
